stableBindProbability_MedianVelocity,stableBindProbability_MedianDisplacement,chemokineExpressionThreshold_MedianVelocity,chemokineExpressionThreshold_MedianDisplacement,initialChemokineExpressionValue_MedianVelocity,initialChemokineExpressionValue_MedianDisplacement,maxChemokineExpressionValue_MedianVelocity,maxChemokineExpressionValue_MedianDisplacement,maxProbabilityOfAdhesion_MedianVelocity,maxProbabilityOfAdhesion_MedianDisplacement,adhesionFactorExpressionSlope_MedianVelocity,adhesionFactorExpressionSlope_MedianDisplacement
2.52457280156134,34.8139411319219,4.0606922494123,41.484831388733,4.73205669244055,64.3381645862525,4.36562981319708,74.5777717606163,0.625043016562173,25.8882119995183,0.99797583337631,31.821413622391
2.77212711255161,37.3637172726447,4.27419967541056,39.4023927120034,4.57495007152985,62.5120689108072,4.16854598123651,57.4535618737167,2.72619643628214,42.124140518088,1.15477784073346,32.392586165289
3.00724605114979,38.7890325551604,4.56887622253025,37.0208683582568,4.42193577921051,62.8260398949282,4.04118925435321,47.5981236062122,4.07131780904447,46.1728228970107,1.36023693754552,32.9173018193191
3.63748978395851,39.146321478113,4.68130549591205,40.6489088510899,4.48235707277244,71.5051291931689,4.1716984461871,43.5287497709208,5.02703487076023,46.4644276171208,1.55870433745996,34.200881634077
3.58897767154556,39.1411456963022,4.84147938817194,45.176663438383,4.25604471585411,63.1177579690357,4.32806078231316,43.0622126842703,5.19999999999999,58.6037200939902,1.84750838156388,36.4804599392326
3.47187550328244,39.150077813473,5.04785739186037,49.5945836879738,4.02143849689254,57.767221028265,4.45185146540453,44.0755961948879,5.06385842950133,44.5407314664418,2.62439970965649,39.1183926961722
3.55360991324187,39.5081275772593,5.19999999999999,58.5601529303283,3.749907013854,52.9116086802234,4.58044229751101,47.8706495419409,3.99100877260663,42.231305977101,2.12661864358472,36.226320640578
3.65886324967804,38.2412638522572,5.18674527849338,50.046934985501,3.54352818653398,48.5435291618523,4.684599322095,55.3415741744909,2.34744229859609,35.2575132158751,2.2427006319384,37.1603143810676
3.85303059714105,39.4447434155593,5.15071396243696,47.7275456567338,3.21625148197243,43.7325628765207,4.80169563454259,68.0010054598543,0.571225475555573,17.5591115791776,2.44151881742401,37.766567987542
4.01528910340883,39.764222367661,5.19999999999999,43.0211928704007,2.98324813041625,39.671648403479,4.81701192898271,59.1266651790776,2.32329561650579,34.9046178156893,2.60534136189076,37.8760194960619
4.2969758953901,40.9988613180256,5.28101977922285,38.0296139076076,2.81514588576816,36.8473145469185,5.0027181632767,48.868404384519,3.48991341863855,40.2259928527369,2.78134116061912,38.9920334773978
4.67535390475536,37.3130936152151,5.19999999999999,47.1594709198216,2.60573236757339,35.790396344931,5.18249806663954,46.5666491783544,4.44561284729269,43.9411763758138,2.99211205209594,38.8825394809627
