stableBindProbability_MedianVelocity,stableBindProbability_MedianDisplacement,chemokineExpressionThreshold_MedianVelocity,chemokineExpressionThreshold_MedianDisplacement,initialChemokineExpressionValue_MedianVelocity,initialChemokineExpressionValue_MedianDisplacement,maxChemokineExpressionValue_MedianVelocity,maxChemokineExpressionValue_MedianDisplacement,maxProbabilityOfAdhesion_MedianVelocity,maxProbabilityOfAdhesion_MedianDisplacement,adhesionFactorExpressionSlope_MedianVelocity,adhesionFactorExpressionSlope_MedianDisplacement
4.69546275503872,42.5487195666014,4.31386637525601,65.906664296474,3.58050835668432,43.5222357705646,3.76243324428071,58.4568737334792,4.38732839977311,80.1313821196266,1.73554239746096,30.2716446512573
4.54880791795457,41.5157857856253,4.43722507995084,73.1905947464766,3.52676917104148,43.8948793134709,3.15415120218509,43.0647891753271,4.19947320711876,74.1490433902424,1.13124521135727,27.6315717531404
4.4,40.2196938982046,4.4,62.2726020737275,3.40436440245898,42.9498473299162,2.7869028481054,37.2179916116133,4,73.9569210341702,1.31690737874187,29.4004382643642
4.351498360102,41.649967874727,4.35935739324785,52.0439407277319,3.33596093480801,42.9456458572469,2.65480651939057,34.7277381984861,3.89080822875442,73.2413857979718,1.50164959022295,30.9337524217821
4.24674477397956,40.2906755337755,4.44081616976908,44.1179010346986,3.33227716580438,42.9550315960029,2.52229140531821,34.0072136914231,4.10834943750191,70.697193021346,1.72569592727462,32.1533416256832
4.28249760543166,38.1269533536529,4.591490748064,41.4291909573284,3.29262670065198,42.8846092285468,2.24667940990921,33.7361422081876,4.59289031569435,69.8094647519149,1.89031223259803,32.9193674014995
4.71850043771694,32.7910809338727,4.68035608523634,43.0402121064261,3.34035031248318,43.9694068793168,2.03776708813623,34.0130459813645,5.09031195838911,67.1282963210136,2.11832944737461,33.9799621247682
4,38.78994513886,4.75970270241947,43.071225101099,3.1015002755952,41.2054679169743,2.07942123966978,37.3149362051343,4.48980759923396,62.9312848676595,2.30655031067738,34.0237333612187
3.73971426793659,39.2728753719333,4.82870875431784,48.9398700378212,3.06288376947796,41.650638671917,1.75588981293878,35.7883432197569,3.72832842258547,56.6533780377962,2.73983905007606,35.7410162529741
3.5089012508796,37.5236924814736,4.9354709806487,52.8876784670304,3.31163464568052,42.6227361991595,1.34344617137743,27.8698028599702,2.59214611813587,48.1743545802516,2.79790391716283,35.7476282167695
3.28261497863402,36.0817072314004,4.929181909611,49.8407909515801,3.62020665364451,43.1517027298943,1.15348825016498,25.5038640732177,0.150180170909998,17.3858886100521,3.04958391852752,38.8410029949292
3.13509020225454,37.2893779933232,4.86166032255453,45.8635873049853,4.62737194037426,45.3284130322414,0.917551347228484,22.9831002281296,2.27285617852489,44.0687928852314,3.41740803800857,44.4238562047424
3.01248586378622,36.8950419024122,4.80124234332758,43.9311600814733,5.19999999999999,58.9408758124558,0.692518127917713,20.4185747316883,3.46576012199299,48.1021883616779,3.67317129206188,45.5047803907197
2.99306598518802,37.5430442626999,4.81337707400095,42.3097175376689,3.46065397611858,41.9325336944624,0.477316753579443,17.5255413006564,4.42418036371052,49.584373294414,4.05799731316968,51.6612856683662
4.33263441854081,36.8821051775969,4.57555849683889,43.0892059859248,1.93131189153928,36.5379389658989,0.248613109999723,12.9856892612588,5.15732540366299,49.4700502518233,4.68212591042412,58.3886369346242
2.59938341913863,36.6245739173255,4.43422830278356,44.1279937124232,1.41258756054591,33.0742387347646,0,5.94630420845619,4.83149460811648,46.6288011012367,5.19999999999999,58.5961346923584
2.28346098102402,35.2084071469689,4.33454652048068,47.9445213141119,1.15027061988637,29.9303794231714,0.206441215413185,18.0650341379179,4.43420621522248,41.6193581459454,5.1252304619882,71.779691017997
2.06655769018932,32.908486400582,4.25585567792957,50.778826118941,0.626036642967712,23.1055701786691,0.350944094068384,16.3936704805245,5.19999999999999,58.8674538637869,4.74411603136594,68.6949710920187
1.7800950874984,28.4505048656474,4.10397174874877,46.2001268568622,0.317318397997337,17.6201837712128,0.547325022744907,18.9748846733853,0.832047004060114,19.9014090835366,4.60971802556175,66.0015774641721
1.7251979213208,31.7809861879286,3.98846751879574,43.118842103164,0,4.47798636374948,0.7353727591752,20.8979211858044,1.98751743507101,30.7528277375608,4.5937820610276,64.0918443861909
1.67362119183279,34.4416693941565,3.85997443046541,41.0446891652881,0.172289832274961,12.3287686528763,0.941853929567128,22.7925048725926,3.36943314474719,36.3316815415136,4.55435170089983,61.615368681105
1.76685422765824,37.96719314547,3.87555831893923,39.3974838774621,0.410139787108674,17.6870799352682,1.13673132597127,24.9004946996656,4.36352324865137,38.6937069920131,4.56813918368104,60.9837011342569
5.19999999999999,59.1088601476444,3.60250147673124,38.8516453428984,0.672807451975065,24.1833046082074,1.32684464923976,27.6467877016492,5.16893196291586,39.8695500069655,4.63029125800052,59.5340455783399
1.40407179198942,36.4253859353475,3.45683902588621,40.2392924849647,1.51491424657167,41.4560016935173,1.55208342148761,32.2938677881216,4.7780470512841,38.9297882392706,4.67270843097225,57.4838786559084
1.02774340565092,32.8769302070544,3.33575914272642,42.261023219234,1.61649767757928,42.0630440837286,2.16895163789725,46.4643412651546,3.66095868834835,36.9647772551663,4.77570043852161,57.4270434834061
0.713033431994629,29.5777244897488,3.23410489310457,43.4976237819044,1.83817002923753,43.0507315037715,1.80779207337254,30.8873362836233,2.27935815289079,32.3632571204645,4.80896303089896,55.8502771201045
0.347923726324076,16.0213570301461,3.08765116296419,41.2296933654554,1.65219613732789,37.6402243213271,1.95572052056668,29.6093911414471,0.57209414110755,18.0873402499303,4.85483883722513,58.5313183461615
0.200328485554223,18.1789473590925,2.9083656558618,38.4818889566991,1.87814726291198,38.8148793700109,2.16591549849965,30.8659854496227,1.21665245841823,25.3974902279155,4.98406271002329,58.4644529359012
0,6.19569840210454,2.81965693005614,36.5101296672948,2.13886263790591,41.4072732985968,2.33844674700846,31.7676475022114,2.72744311536981,34.590074444207,5.05036018404401,57.3168484084111
2.21622889867157,55.1009488952425,2.72206939853023,33.7969788215068,2.24463350582431,41.4763142132508,2.4990363842607,34.3509627922109,3.97160187281654,39.8615925254592,5.02192074385134,55.4018186222371
3.64014932816967,65.2162566029938,2.58366052488055,34.9816933302439,2.3028971139096,39.9586826253349,2.70760532935867,37.6174172663871,4.90957031897625,42.2756379080601,4.89489512262769,55.3263256303884
3.21139102284927,67.2443106034208,2.51234511573019,34.9527438935944,2.45009552624528,40.3867729146266,3.10781294069022,46.2488925416061,4.72588854329704,42.3593504492592,4.81893386265806,53.5951874221216
3.39025108051389,69.7559779678648,2.30666903778895,35.8678209902483,2.59501306302887,41.3541287552656,4.03002782638535,76.1217393732335,3.62493702571166,39.6229398667948,4.76902979291299,52.9325382573537
3.53518151624267,72.952845039386,2.48567126317004,39.1710768478369,2.69312345430722,41.4922326284709,3.52360662994223,51.8639970085654,2.20214891052956,33.5027417966862,4.60057767865337,51.4883168771921
2.35308682911994,54.4156970382002,2.18114508001754,37.1784534197502,2.85510085718512,41.922610428608,3.38956572280992,43.7822679019409,0.723399505008959,21.1737869942022,4.4944326762403,50.3322977203945
3.56619247111399,72.3635879415666,1.78767901451687,32.7275266662631,2.97911237144554,42.1319369657019,3.51620584879641,42.1998065910733,0.919084585719943,23.5626358472053,4.35961818270977,48.9443632655111
3.79904775050769,77.1150595836592,1.64756373472802,29.5225072796579,3.08226040650541,41.7635361665332,3.67233121630794,41.1252851632557,2.40146143577917,34.1556726367623,4.23376664803789,48.3775424863151
4,77.0533866766175,1.52826268508318,24.4864808024476,3.23638646473227,41.2484539921563,3.84054698043937,44.7349005276645,3.68607928816951,39.5235812537077,4.07825652425992,46.8318939174713
4.32507187370538,78.5550605479611,1.96607496650952,25.2674364618773,3.33439141899544,40.7925320890419,4,49.037309557655,4.69856518643076,43.1359719470368,3.99256169643054,46.0724320608462
4.12542076689765,73.2671033827807,5.19999999999999,58.3607470781493,3.46982539425901,40.7967784579984,4.27975542611942,61.8741302467037,4.70437001402046,44.2164738230455,3.85187304876328,45.5557821295059
4,69.4347162230348,3.27294969816518,37.264379728373,3.59773171250342,40.8742518309048,4.69061614920547,85.1227854412744,3.62286622315091,40.3205355957486,3.66449771367726,44.0435858231227
3.89626274764561,62.784049007074,0.591497653967836,23.4659370937268,3.75605974464482,40.8030033054485,4.55880255260683,68.5721674509884,2.35341017510672,34.5307442660258,3.57824947847596,43.1306193946886
3.22715723778316,49.1596300966646,0.0133333333333333,6.21464288471098,3.8796559970743,40.7767027566692,4.53546318578022,57.167624260185,0.880165374118096,23.1930310046397,3.36011370571625,40.8641852712332
3.74374910946113,51.8436919091841,0.368641899541226,17.5040413053242,4,39.7853391106419,4.58779957498091,50.8286113947677,0.685133743911404,21.1328106871446,3.17860146326874,39.3800100833763
4.16534934260801,57.1092603538543,0.616978706462372,20.9167160132648,4.0777421271546,39.1146568822334,4.75478055019894,47.7173452643247,2.15876414990495,32.8744623600988,2.99830320414112,37.1161055661135
3.87194605898921,56.4806696504789,0.79964723404124,21.5736145340522,4.24487808816284,39.958014614767,4.81415595699413,50.5722964689395,3.4415720827377,38.9315477457782,2.81493698445823,35.8910687175846
4.36751059128588,57.7933888843139,1.00319743720694,24.273169899721,4.37847237646171,41.9293893782357,4.92658371058829,55.4847049989006,4.51259412323821,43.2649660613253,2.67610188575757,34.2120498034407
4.16122000177612,55.4243326058582,1.29582337141132,30.7618856874328,4.49679708836967,42.8183416554342,5.01597770840769,65.0869670360782,4.73788014486196,43.7960722928146,2.48055475428623,32.6509072917584
3.87562572844509,50.7272481522381,1.7273799112932,38.2849841356493,4.66123776176977,43.5998831185416,5.08422372194709,84.3800249249886,3.69293012371813,39.980932425847,2.33117253053476,31.6265094259058
3.81940852861169,46.990744431527,2.48062705043398,50.0869300000612,4.77905409117414,44.3545531789075,4.99857825888276,67.811847175441,2.43050095063921,33.1333902970231,2.26562332295894,32.3543226505985
3.84767694407523,42.2559210139645,2.50020197494993,48.5947700100637,4.86875742758911,46.1109944599304,4.89129839164933,58.6476452530889,1.04624511859733,24.2076911572044,2.01881990177331,31.3181356562469
3.95725280815836,42.1441640914727,2.3214529601735,43.4564142879491,5.01532715209201,46.5267757168705,4.82150248247666,50.189740485788,0.484187656817509,17.7903977471733,1.87065515723743,30.0353270155048
4.17606805369828,45.3901681466915,2.26167023494417,40.0229578548677,5.05540402822192,47.4424185108968,4.80000000000001,46.0312582525099,2.03832141741836,35.0333594921417,1.6796361168904,29.1274802632576
4.33621423013665,48.2679689971129,2.24660487919771,35.7585953846174,4.96475084427342,46.829728732133,4.70511744604331,46.0464688950109,3.36278352063769,43.911674761191,1.4937596952789,28.6343418902727
4.67401343656734,47.8756088782213,2.43510210448558,36.3926423530375,4.8143291672293,46.94953416496,4.66379666219874,51.3371150371946,4.37462846848534,50.8745045258216,1.31995187845687,27.2331727695912
4.80060154660953,46.9458443888178,2.82856302072565,45.353731802462,4.77015866407715,46.0070864349826,4.65956742478632,56.6830419878044,4.80723555611669,55.1681010713955,1.14028272512596,26.38399397127
4.70737925277394,46.3209559211456,3.33869457807758,55.3042956550863,4.62596761461301,46.5740333461501,4.80205418173613,72.653201572219,4.09744999912379,56.670531548766,0.998934694265313,24.6718844834121
4.78658461781909,45.3101432353323,3.76671183400187,64.6229691259213,4.52535124962937,46.022633102963,4.7832951759178,64.0032573757105,3.3742130044007,56.4893513942938,0.912499674467979,24.0732836244843
4.85202157550215,43.5906652646905,4,71.8020439816001,4.44192804034127,45.4622189363956,5.15681242368138,51.9186721948336,2.96551450579167,55.5717180549258,0.591751998883812,20.1896902084497
4.9916200501167,42.6919865118607,3.9868438363319,67.5960327846774,4.28351013764654,45.4821876566874,5.17295001015726,41.6278048951812,2.55305341302908,45.279787924966,0.368749838568399,16.0771875800364
5.1393819718486,45.2722407673606,3.90989598593335,63.4909845690104,4.19684647077326,45.4895674408811,4.57228897880953,39.6109133984875,3.23006017849584,59.348271563195,0.152790764829259,10.5102504267673
5.17180695839723,44.8013288988489,3.80626339360298,56.3560826609746,4.03839355521563,45.0481670849078,4.18914235280549,39.7940522376358,3.99472923250622,65.4935261377646,0,1.92760170510803
5.13637438239024,42.6102524924487,3.73078049857791,50.5353079252211,3.99359893835355,45.2558264159844,3.92011509370604,42.7654732011281,4.59804524189873,69.8416910301448,0.233128111485647,13.0546822295344
5.19021986413735,40.1040974971671,4.06809197184126,61.3580920223994,3.82695313607794,44.2107805628221,3.75480678723762,47.6362948850262,4.98850075363626,75.6687646122934,0.443781939143283,17.8385999755875
4.83290780876457,42.9993512880602,4.23405888870084,65.0250888830699,3.73193944266639,44.2143031866825,3.93900642746359,57.9208760875695,4.64693784511504,78.4927088412424,0.694787563898369,22.3247409659134
