stableBindProbability,chemokineExpressionThreshold,initialChemokineExpressionValue,maxChemokineExpressionValue,maxProbabilityOfAdhesion,adhesionFactorExpressionSlope,Dummy,Velocity,Displacement
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,3.62821826357443,37.1083642841654
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,2.75874128354877,21.3449993658454
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0.162402427539449,9.11157719707175
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0.892456816343244,12.9038156945605
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,4.05387034274136
79.218361341896,0.132163301098805,0.216878647176692,0.0238641994618811,0.632406383041436,2.8694378388365,4.37132140378683,0,0
