stableBindProbability,chemokineExpressionThreshold,initialChemokineExpressionValue,maxChemokineExpressionValue,maxProbabilityOfAdhesion,adhesionFactorExpressionSlope,Velocity,Displacement
63.8870291068684,0.738687975020334,0.150462160198018,0.0299383036779426,0.866686868487718,0.569160230072564,1.08958863106698,27.9770280485774
97.4719759861007,0.241536056525633,0.127347518739663,0.070033726479502,0.725104774672724,3.19126452945347,1.79095368197744,28.9958618811378
12.400164475292,0.713222049494088,0.324178139681555,0.0531356689167907,0.65061536949831,4.91505450518127,2.86249336792086,36.2925556443294
54.3095495828427,0.217309797171503,0.492965605920367,0.0657751419499214,0.666691151132481,3.15210834594758,2.40888554251581,38.5681944478094
70.664139855234,0.358428903314844,0.236650329441205,0.0515319782996434,0.316251154618245,3.37739287579688,4.22543749578411,45.9017088988877
5.96814445042983,0.205848046946898,0.327624837643467,0.0411800629508239,0.263242787514906,2.45669429470401,4.91796316919431,62.669169744282
27.8059746341314,0.223543454981968,0.401660757191665,0.0387557378439978,0.602805387323117,2.15085037875641,3.47453345035917,54.4701788269736
15.6603861471638,0.203909267358109,0.28858863485083,0.0575089839376882,0.86093357954952,2.94863652998477,1.50864603331724,36.8789456399269
13.1732284398749,0.364757959121093,0.487278831706196,0.0431642492717551,0.56966617667554,2.1275669391359,3.51345419199456,49.540817601564
99.8840541103855,0.868570126310363,0.356422199155763,0.0792440722756088,0.611374593847804,1.2562171332367,2.70368366665855,34.6091118319174
1.15667706360109,0.79039148782231,0.124369610697217,0.073601121643458,0.740702194878552,3.91316631173133,4.28989332903023,29.3517727485674
47.1247790883761,0.841823006303981,0.437314100220427,0.0201736391422595,0.710846773131378,1.07064675247425,2.29346400808986,40.7273907517663
39.3830865846015,0.159172410147265,0.281679976897314,0.0178907124236738,0.88438964010342,1.36719581601641,3.6,74.4380838154394
60.4726263038348,0.26596072820127,0.122926536699757,0.0266162689974858,0.116001504464634,2.72100733188237,5.00581014849482,69.3272214919425
83.5451162463985,0.615464580613747,0.316107202319428,0.0277265624957462,0.988793089111568,1.80311127977341,0.0790617339892077,6.95776138530087
61.9635522246826,0.82581434520632,0.235015705724619,0.0636104724378744,0.600793610834843,4.4972626580944,2.72031818925309,35.4327609251559
9.72434496255592,0.200813635575399,0.351484364668094,0.0566246667567873,0.821099548402987,3.55966028099973,2.01007123082628,38.8668880935981
59.9953809585888,0.772392797804624,0.330685328275338,0.0256957987182448,0.137992118940502,1.10668625417817,4.95957926848451,49.4422420562592
48.1021588390227,0.114544215907529,0.263213937943056,0.0442680200063367,0.692339244718477,0.655766999028507,2.84347019132901,50.5014839328733
51.017747729132,0.215777657123655,0.41121441735886,0.0794594436488347,0.380382261216501,1.01141423744126,3.97528108029437,43.307640283209
11.2764811779838,0.745832318841293,0.184054830498993,0.0472759268739773,0.333215369320335,3.7884263944485,4.49654092526491,42.6051322712716
