stableBindProbability,chemokineExpressionThreshold,initialChemokineExpressionValue,maxChemokineExpressionValue,maxProbabilityOfAdhesion,adhesionFactorExpressionSlope,Velocity,Displacement
10,0.3,0.2,0.04,0.6,1,5.70341147061935,31.0630702686028
10,0.3,0.2,0.04,0.6,1,3.72767667483424,38.2469321527755
10,0.3,0.2,0.04,0.6,1,4.94151359940185,68.3039420138962
10,0.3,0.2,0.04,0.6,1,3.91523565148342,44.1137497869641
10,0.3,0.2,0.04,0.6,1,5.27175382860353,42.1883543328852
10,0.3,0.2,0.04,0.6,1,4.41721806710429,43.2798624504635
10,0.3,0.2,0.04,0.6,1,4.51925550851895,37.7890222484015
10,0.3,0.2,0.04,0.6,1,3.87015393742612,32.5864845940799
10,0.3,0.2,0.04,0.6,1,5.20913158444837,52.828343710302
10,0.3,0.2,0.04,0.6,1,4.98570676353804,39.4214052028463
10,0.3,0.2,0.04,0.6,1,3.44120913012327,22.3625352951976
10,0.3,0.2,0.04,0.6,1,5.6206361490804,151.377812445801
10,0.3,0.2,0.04,0.6,1,5.14892783659798,108.485279095821
10,0.3,0.2,0.04,0.6,1,3.98189752255932,64.0002168553977
10,0.3,0.2,0.04,0.6,1,4.26046380782594,44.1898481104003
10,0.3,0.2,0.04,0.6,1,4.81111019521331,41.5851401207517
10,0.3,0.2,0.04,0.6,1,5.26607922548967,71.1095758258018
10,0.3,0.2,0.04,0.6,1,4.59649169262297,50.3532283243906
10,0.3,0.2,0.04,0.6,1,5.37148660955662,53.6272756081373
10,0.3,0.2,0.04,0.6,1,5.13372903590047,78.0095255494967
10,0.3,0.2,0.04,0.6,1,3.1727093502981,33.8839087082062
10,0.3,0.2,0.04,0.6,1,4.95059270001763,109.809021578719
10,0.3,0.2,0.04,0.6,1,5.60961121230713,93.2751650318169
10,0.3,0.2,0.04,0.6,1,5.87751099389975,69.8469820753002
10,0.3,0.2,0.04,0.6,1,4.46020893246924,31.099062172475
10,0.3,0.2,0.04,0.6,1,4.40393827986849,25.8967810883806
10,0.3,0.2,0.04,0.6,1,5.14849394747785,43.0461257544042
10,0.3,0.2,0.04,0.6,1,6.1331461006613,27.5906815743145
10,0.3,0.2,0.04,0.6,1,3.74372724138805,22.5416891620642
10,0.3,0.2,0.04,0.6,1,4.13610322766312,45.6732978594225
10,0.3,0.2,0.04,0.6,1,4.99806824863791,105.948963931977
10,0.3,0.2,0.04,0.6,1,4.18193663727511,54.0001064468445
10,0.3,0.2,0.04,0.6,1,3.36024105406318,14.054927546903
10,0.3,0.2,0.04,0.6,1,7.7858109431953,220.253188622072
10,0.3,0.2,0.04,0.6,1,5.93971461014005,85.1334216700421
10,0.3,0.2,0.04,0.6,1,4.07711045660499,41.5320647271042
10,0.3,0.2,0.04,0.6,1,3.16612589559242,32.5187791727124
10,0.3,0.2,0.04,0.6,1,6.50027704840824,34.7031486789683
10,0.3,0.2,0.04,0.6,1,4.1739872240428,87.2346533980931
10,0.3,0.2,0.04,0.6,1,3.99790659959112,27.5844495292816
10,0.3,0.2,0.04,0.6,1,4.43056075591886,85.239615569368
10,0.3,0.2,0.04,0.6,1,6.52636893209864,18.9610910125474
10,0.3,0.2,0.04,0.6,1,3.91693447304945,110.566163974982
10,0.3,0.2,0.04,0.6,1,5.51919122316909,23.4765622060892
10,0.3,0.2,0.04,0.6,1,3.49334930055599,81.9858231925415
10,0.3,0.2,0.04,0.6,1,4.75146321314152,36.7951054603672
10,0.3,0.2,0.04,0.6,1,6.70580509594133,113.036461210711
10,0.3,0.2,0.04,0.6,1,4.06023091027207,27.511544742856
10,0.3,0.2,0.04,0.6,1,4.6145029379074,73.3022022207654
10,0.3,0.2,0.04,0.6,1,3.60279666048982,31.0604224126717
10,0.3,0.2,0.04,0.6,1,4.04858753963491,28.817072548325
10,0.3,0.2,0.04,0.6,1,4.75869155570879,18.879438443602
10,0.3,0.2,0.04,0.6,1,5.19554682309612,42.1634576028183
10,0.3,0.2,0.04,0.6,1,3.99494109207875,19.807304024195
10,0.3,0.2,0.04,0.6,1,5.19999999999999,83.077238026159
10,0.3,0.2,0.04,0.6,1,3.77203894113048,73.0560434824699
10,0.3,0.2,0.04,0.6,1,4.15340650493353,42.9151209024318
10,0.3,0.2,0.04,0.6,1,4.78706924240893,25.1177213607001
10,0.3,0.2,0.04,0.6,1,4.22823220398679,38.7088233877168
10,0.3,0.2,0.04,0.6,1,5.19999999999999,113.871881215059
10,0.3,0.2,0.04,0.6,1,5.24817893383564,51.1676234286026
10,0.3,0.2,0.04,0.6,1,4.19508727658308,44.2069827515136
10,0.3,0.2,0.04,0.6,1,4.86690885183623,155.388092888909
10,0.3,0.2,0.04,0.6,1,5.13874694035564,60.31094898303
10,0.3,0.2,0.04,0.6,1,4.33313006842661,23.8519422564479
10,0.3,0.2,0.04,0.6,1,6.41981059401689,42.2824581819164
10,0.3,0.2,0.04,0.6,1,3.6414333578053,36.6280297109087
10,0.3,0.2,0.04,0.6,1,6.22675987957482,29.7760067507609
10,0.3,0.2,0.04,0.6,1,4.00358097890452,45.8044489675281
10,0.3,0.2,0.04,0.6,1,4.08408488778235,30.4130479341335
10,0.3,0.2,0.04,0.6,1,4.01214703050022,42.0433549416528
10,0.3,0.2,0.04,0.6,1,4.43027138457273,28.4779500013001
10,0.3,0.2,0.04,0.6,1,4.60413809664564,108.832259191172
10,0.3,0.2,0.04,0.6,1,5.34171136405057,41.9536195317779
10,0.3,0.2,0.04,0.6,1,4.17922464431799,64.1195656753094
10,0.3,0.2,0.04,0.6,1,5.10134738087356,27.9366617766936
10,0.3,0.2,0.04,0.6,1,4.49805849348181,55.0641051313541
10,0.3,0.2,0.04,0.6,1,3.44478975301171,38.8884944905563
10,0.3,0.2,0.04,0.6,1,3.31233431474771,15.5732090149531
10,0.3,0.2,0.04,0.6,1,7.22633794547049,126.862222052197
10,0.3,0.2,0.04,0.6,1,5.33649232406317,81.408444460554
10,0.3,0.2,0.04,0.6,1,3.80605990177888,20.9408171015247
10,0.3,0.2,0.04,0.6,1,3.13060487435552,19.3144104986592
10,0.3,0.2,0.04,0.6,1,3.92220134803419,39.2251388409471
10,0.3,0.2,0.04,0.6,1,4.06322169025478,18.365481627145
10,0.3,0.2,0.04,0.6,1,4.18472679725255,45.7699204068761
10,0.3,0.2,0.04,0.6,1,4.03814320776233,41.6629410135643
10,0.3,0.2,0.04,0.6,1,4.64924926821118,24.472845074294
10,0.3,0.2,0.04,0.6,1,3.35067326342602,33.3468397169266
10,0.3,0.2,0.04,0.6,1,4.07167836978907,249.822353946131
10,0.3,0.2,0.04,0.6,1,4.98016463570977,31.1326584548439
10,0.3,0.2,0.04,0.6,1,4.08057425261452,30.3116484171921
10,0.3,0.2,0.04,0.6,1,4.86578679955357,56.601209565325
10,0.3,0.2,0.04,0.6,1,5.03119888628189,31.8887565856887
10,0.3,0.2,0.04,0.6,1,4.90039973077744,34.7045053569482
10,0.3,0.2,0.04,0.6,1,3.74872281310513,27.3451996748968
10,0.3,0.2,0.04,0.6,1,4.14304986052855,51.2297675207845
10,0.3,0.2,0.04,0.6,1,4.76497520183149,91.0858502047734
10,0.3,0.2,0.04,0.6,1,3.48308918096859,36.8651636908419
10,0.3,0.2,0.04,0.6,1,5.19999999999999,97.9316640475442
10,0.3,0.2,0.04,0.6,1,4.1784607479016,18.2855270594212
10,0.3,0.2,0.04,0.6,1,4.80000000000001,89.1541606435211
10,0.3,0.2,0.04,0.6,1,4.92706439959105,27.870831972648
10,0.3,0.2,0.04,0.6,1,4.54453711703435,27.9484714671592
10,0.3,0.2,0.04,0.6,1,5.6532811576392,48.1894582670621
10,0.3,0.2,0.04,0.6,1,4.18157380958112,49.6438837306141
10,0.3,0.2,0.04,0.6,1,3.9838022376098,34.9259729693279
10,0.3,0.2,0.04,0.6,1,5.48947287508097,40.6766207174295
10,0.3,0.2,0.04,0.6,1,5.47732610806767,29.0444218782845
10,0.3,0.2,0.04,0.6,1,4.28658227046005,23.2960613274942
10,0.3,0.2,0.04,0.6,1,4.10403644667835,22.6260931055811
10,0.3,0.2,0.04,0.6,1,4.10141863093809,25.1741158363658
10,0.3,0.2,0.04,0.6,1,6.4566444548414,129.857618132968
10,0.3,0.2,0.04,0.6,1,4.24811742414029,17.1632746871933
10,0.3,0.2,0.04,0.6,1,4.16818955119682,144.515772021971
10,0.3,0.2,0.04,0.6,1,2.99592726934458,44.3454215203691
10,0.3,0.2,0.04,0.6,1,5.39734110324917,32.8944107565901
10,0.3,0.2,0.04,0.6,1,5.21706273362426,36.376072245733
10,0.3,0.2,0.04,0.6,1,5.17136582661942,65.4400978628722
10,0.3,0.2,0.04,0.6,1,4.7217934649668,100.885642350055
10,0.3,0.2,0.04,0.6,1,4.80627664369278,71.316223621669
10,0.3,0.2,0.04,0.6,1,5.83338341453267,30.9832737708846
10,0.3,0.2,0.04,0.6,1,5.10099063402253,157.46709491556
10,0.3,0.2,0.04,0.6,1,4.80189166186874,27.2567393487532
10,0.3,0.2,0.04,0.6,1,4.80000000000001,73.5153928360812
10,0.3,0.2,0.04,0.6,1,4.08532692194573,59.2448587980391
10,0.3,0.2,0.04,0.6,1,7.71155532897051,33.7288673200014
10,0.3,0.2,0.04,0.6,1,3.83144522310526,27.5466694919367
10,0.3,0.2,0.04,0.6,1,5.3096034708619,67.600010116363
10,0.3,0.2,0.04,0.6,1,6.19940450993778,76.4441280763624
10,0.3,0.2,0.04,0.6,1,4.93948972756603,24.7057384323271
10,0.3,0.2,0.04,0.6,1,3.58324766033953,24.7075762661421
10,0.3,0.2,0.04,0.6,1,4.86248837783332,65.7111856950515
10,0.3,0.2,0.04,0.6,1,4.14857744080846,92.3365915013001
10,0.3,0.2,0.04,0.6,1,5.03192046994654,36.0887222427463
10,0.3,0.2,0.04,0.6,1,4.59761434616366,34.6863183578213
10,0.3,0.2,0.04,0.6,1,5.63591708539127,34.0094633727743
10,0.3,0.2,0.04,0.6,1,4.1562147800467,43.7270080916668
10,0.3,0.2,0.04,0.6,1,6.43573357029185,87.7330842742025
10,0.3,0.2,0.04,0.6,1,7.20099136051662,119.656985889163
10,0.3,0.2,0.04,0.6,1,4.91232180075468,13.749559681434
10,0.3,0.2,0.04,0.6,1,4.93994468293302,35.0178151246841
10,0.3,0.2,0.04,0.6,1,6.14036441820722,103.876329770463
10,0.3,0.2,0.04,0.6,1,5.59285526328232,25.8533405775189
10,0.3,0.2,0.04,0.6,1,5.12309636351773,45.1013210358444
10,0.3,0.2,0.04,0.6,1,3.94394384936776,45.3309611769052
10,0.3,0.2,0.04,0.6,1,4.35481568104982,40.3650359753671
10,0.3,0.2,0.04,0.6,1,5.13086793452206,23.6347488471933
10,0.3,0.2,0.04,0.6,1,5.03743030567132,74.045212621931
10,0.3,0.2,0.04,0.6,1,6.1621014800883,42.6933850394998
10,0.3,0.2,0.04,0.6,1,5.58170703055472,30.9986779040966
10,0.3,0.2,0.04,0.6,1,4.67582170280388,24.867670603365
10,0.3,0.2,0.04,0.6,1,4.61858003446365,47.0246297816474
10,0.3,0.2,0.04,0.6,1,6.07827413338822,73.3875435587732
10,0.3,0.2,0.04,0.6,1,4.79083894792262,37.4020916372716
10,0.3,0.2,0.04,0.6,1,5.94440439006212,116.304381708807
10,0.3,0.2,0.04,0.6,1,5.0479436917255,13.5796902212671
10,0.3,0.2,0.04,0.6,1,5.72029611198928,31.0558431282712
10,0.3,0.2,0.04,0.6,1,4.22553986922433,28.3282959557938
10,0.3,0.2,0.04,0.6,1,4.62644418713446,43.0685299338871
10,0.3,0.2,0.04,0.6,1,4.00540559669726,102.45718673188
10,0.3,0.2,0.04,0.6,1,3.93941675854147,29.355527667033
10,0.3,0.2,0.04,0.6,1,4.3770611534217,50.0521939567638
10,0.3,0.2,0.04,0.6,1,4.99410884093191,19.4200112445931
10,0.3,0.2,0.04,0.6,1,5.84000889790345,133.440073171433
10,0.3,0.2,0.04,0.6,1,2.75924078574271,65.3675395480697
10,0.3,0.2,0.04,0.6,1,4.45272198123117,28.6071702711164
10,0.3,0.2,0.04,0.6,1,4.21898209909362,41.4032963047915
10,0.3,0.2,0.04,0.6,1,5.6,80.1449622234593
10,0.3,0.2,0.04,0.6,1,4.20675367966092,41.1960256297864
10,0.3,0.2,0.04,0.6,1,4.11182023809877,38.1768040014349
10,0.3,0.2,0.04,0.6,1,3.69666556517085,55.4598065368056
10,0.3,0.2,0.04,0.6,1,3.92079720397963,78.9787320020908
10,0.3,0.2,0.04,0.6,1,5.84625588906725,68.9611340349754
10,0.3,0.2,0.04,0.6,1,4.52073062542961,33.9616606911981
10,0.3,0.2,0.04,0.6,1,5.06079137017854,41.6961108663755
10,0.3,0.2,0.04,0.6,1,5.36469996484977,195.99913135417
10,0.3,0.2,0.04,0.6,1,3.95613386544318,31.3420525253729
10,0.3,0.2,0.04,0.6,1,3.87699179423605,19.1352305116023
10,0.3,0.2,0.04,0.6,1,4.48916104016085,31.3973294781985
10,0.3,0.2,0.04,0.6,1,7.00148127386858,49.489432396613
10,0.3,0.2,0.04,0.6,1,4.59250873450533,94.6357189325827
10,0.3,0.2,0.04,0.6,1,5.78245735857503,36.6914086989692
10,0.3,0.2,0.04,0.6,1,4.30168515613879,76.4111335659883
10,0.3,0.2,0.04,0.6,1,4.20078267746071,25.7994477970627
10,0.3,0.2,0.04,0.6,1,4.74617194202636,27.5130779707483
10,0.3,0.2,0.04,0.6,1,5.02123652269132,30.2287711697152
10,0.3,0.2,0.04,0.6,1,4.68640767175588,49.7248438548299
10,0.3,0.2,0.04,0.6,1,5.06804486796767,53.605064627441
10,0.3,0.2,0.04,0.6,1,4.80507424922703,91.5513935168105
10,0.3,0.2,0.04,0.6,1,4.83015747333224,34.8773459726641
10,0.3,0.2,0.04,0.6,1,4.2606502617091,32.9668972746206
10,0.3,0.2,0.04,0.6,1,6.45018893315647,30.7049600344454
10,0.3,0.2,0.04,0.6,1,4.1515327316166,21.7326152891654
10,0.3,0.2,0.04,0.6,1,3.88042118833585,31.3370972551418
10,0.3,0.2,0.04,0.6,1,5.59128337655427,71.2369849056656
10,0.3,0.2,0.04,0.6,1,4.06133868211647,23.5961589822402
10,0.3,0.2,0.04,0.6,1,5.59118788588738,34.5584933733266
10,0.3,0.2,0.04,0.6,1,4.06764112071974,65.3289593525234
10,0.3,0.2,0.04,0.6,1,5.65065650727675,22.9352103960762
10,0.3,0.2,0.04,0.6,1,3.81327721564867,22.3281689791989
10,0.3,0.2,0.04,0.6,1,4.87534870220793,76.5050758781353
20,0.3,0.2,0.04,0.6,1,4.36938391109509,100.029559558752
20,0.3,0.2,0.04,0.6,1,4.84272279222484,41.7822487746403
20,0.3,0.2,0.04,0.6,1,5.89451756693128,97.6746919758623
20,0.3,0.2,0.04,0.6,1,2.92875152520124,56.6099983252172
20,0.3,0.2,0.04,0.6,1,4.89175445654752,16.8327804168548
20,0.3,0.2,0.04,0.6,1,4.07385133671612,80.2733388066003
20,0.3,0.2,0.04,0.6,1,4.29155467795501,42.8780483844605
20,0.3,0.2,0.04,0.6,1,3.77077276425853,24.8380827994868
20,0.3,0.2,0.04,0.6,1,5.28565953377085,43.8980473719295
20,0.3,0.2,0.04,0.6,1,7.14905701484,177.245533924045
20,0.3,0.2,0.04,0.6,1,3.85974279652314,42.824540116165
20,0.3,0.2,0.04,0.6,1,4.94015547877528,85.4912224613488
20,0.3,0.2,0.04,0.6,1,4.00423739788364,25.2016404577588
20,0.3,0.2,0.04,0.6,1,4.09516076309157,33.740871269337
20,0.3,0.2,0.04,0.6,1,4.36611683290764,50.6109990071888
20,0.3,0.2,0.04,0.6,1,2.56196936141262,80.328021853549
20,0.3,0.2,0.04,0.6,1,4.50912413698898,81.1267172414417
20,0.3,0.2,0.04,0.6,1,4.57164204008539,21.7297011534031
20,0.3,0.2,0.04,0.6,1,3.51220249120402,55.9640709742499
20,0.3,0.2,0.04,0.6,1,6.79271523937667,36.6198389650991
20,0.3,0.2,0.04,0.6,1,4.78594306293962,213.269806270762
20,0.3,0.2,0.04,0.6,1,4.14419942519606,41.1281031246938
20,0.3,0.2,0.04,0.6,1,4.76160698606748,73.8416789444329
20,0.3,0.2,0.04,0.6,1,7.20483908045073,201.848505403891
20,0.3,0.2,0.04,0.6,1,3.68261684890147,26.0673908634189
20,0.3,0.2,0.04,0.6,1,4.04018277220605,53.4775984142336
20,0.3,0.2,0.04,0.6,1,4.64491272825153,67.8070191095306
20,0.3,0.2,0.04,0.6,1,5.26415437588067,30.7894749620792
20,0.3,0.2,0.04,0.6,1,3.80915233498919,37.3473216722647
20,0.3,0.2,0.04,0.6,1,5.54675447036559,24.8787020197203
20,0.3,0.2,0.04,0.6,1,7.6039119062786,72.2552722130851
20,0.3,0.2,0.04,0.6,1,5.55323282065195,52.8295610801253
20,0.3,0.2,0.04,0.6,1,4.80968126597662,57.0816301278784
20,0.3,0.2,0.04,0.6,1,5.8246856887314,60.0456554988506
20,0.3,0.2,0.04,0.6,1,4.43206111200785,85.9512511192765
20,0.3,0.2,0.04,0.6,1,4.03348576315837,24.8017177697497
20,0.3,0.2,0.04,0.6,1,3.68620865119108,36.7101581065948
20,0.3,0.2,0.04,0.6,1,5.02285898473951,20.5376960577007
20,0.3,0.2,0.04,0.6,1,3.57785775803249,64.8789858143186
20,0.3,0.2,0.04,0.6,1,3.44715519623805,40.1497218984396
20,0.3,0.2,0.04,0.6,1,6.00530361070668,59.8770728386357
20,0.3,0.2,0.04,0.6,1,4.86179142041031,72.7748601678116
20,0.3,0.2,0.04,0.6,1,4.82454161935233,27.7740215166911
20,0.3,0.2,0.04,0.6,1,4.62315977375531,84.9545681183854
20,0.3,0.2,0.04,0.6,1,3.7843116697191,58.7709040212099
20,0.3,0.2,0.04,0.6,1,4.17140567066384,109.143545595411
20,0.3,0.2,0.04,0.6,1,4.37427873831599,41.6544784141278
20,0.3,0.2,0.04,0.6,1,5.18977943551982,60.2392082829441
20,0.3,0.2,0.04,0.6,1,3.94443929044997,125.05492613037
20,0.3,0.2,0.04,0.6,1,5.76022117244791,38.2860886601548
20,0.3,0.2,0.04,0.6,1,3.86540991832474,54.0069485971055
20,0.3,0.2,0.04,0.6,1,4.34267576132544,43.4041564564959
20,0.3,0.2,0.04,0.6,1,3.98703208429354,67.8291324679776
20,0.3,0.2,0.04,0.6,1,3.88347446706755,18.056086291645
20,0.3,0.2,0.04,0.6,1,4.86055967355236,27.2980124974699
20,0.3,0.2,0.04,0.6,1,3.55757585833993,37.9945739404138
20,0.3,0.2,0.04,0.6,1,4.58686807049528,39.7680951629443
20,0.3,0.2,0.04,0.6,1,3.55891152827847,32.9511380123193
20,0.3,0.2,0.04,0.6,1,4.48709723108133,46.3953573703783
20,0.3,0.2,0.04,0.6,1,5.20017013973892,106.158278357741
20,0.3,0.2,0.04,0.6,1,3.62496244660106,70.5304552611374
20,0.3,0.2,0.04,0.6,1,3.9732042131193,40.5656265541801
20,0.3,0.2,0.04,0.6,1,4.06583841984175,20.8222761321392
20,0.3,0.2,0.04,0.6,1,4.08563364808142,32.9582921332277
20,0.3,0.2,0.04,0.6,1,3.81179642567773,28.9208812845283
20,0.3,0.2,0.04,0.6,1,4.28531550784802,101.782546169414
20,0.3,0.2,0.04,0.6,1,4.59665553895833,44.2982528427382
20,0.3,0.2,0.04,0.6,1,4.65766971141702,22.5161389841022
20,0.3,0.2,0.04,0.6,1,5.21930947129658,27.8060753901498
20,0.3,0.2,0.04,0.6,1,5.22708929699071,108.506596878207
20,0.3,0.2,0.04,0.6,1,3.97210524215643,47.2200494529561
20,0.3,0.2,0.04,0.6,1,4.65772062059241,50.4537736904642
20,0.3,0.2,0.04,0.6,1,4.82116181264033,127.675506619543
20,0.3,0.2,0.04,0.6,1,4.95934760421503,122.526383860908
20,0.3,0.2,0.04,0.6,1,5.5474320100625,38.2848675271101
20,0.3,0.2,0.04,0.6,1,4.49507325612603,24.4346867930628
20,0.3,0.2,0.04,0.6,1,4.17938419357942,26.219267045064
20,0.3,0.2,0.04,0.6,1,4.36406663670938,39.9934301248729
20,0.3,0.2,0.04,0.6,1,5.98946147370553,37.7654150451639
20,0.3,0.2,0.04,0.6,1,3.71473388197485,50.6781675755151
20,0.3,0.2,0.04,0.6,1,5.8393512046814,82.6860249291523
20,0.3,0.2,0.04,0.6,1,4.6,109.008153899166
20,0.3,0.2,0.04,0.6,1,4.92795053590192,45.1535479414248
20,0.3,0.2,0.04,0.6,1,4.95181349415299,76.3756741270078
