quantity_distanceToBeacon,quantity_efficiency,omega_distanceToBeacon,omega_efficiency,cool_off_period_distanceToBeacon,cool_off_period_efficiency,shadowed_avoidance_radius_distanceToBeacon,shadowed_avoidance_radius_efficiency,illuminated_avoidance_radius_distanceToBeacon,illuminated_avoidance_radius_efficiency,dummy_distanceToBeacon,dummy_efficiency
0.573781057647339,0.0204266122131067,0.0689868967685529,0.311619977828683,1.00607254967766,0.494949245907499,0.0744409278607485,0.558138373435985,0.109111548011656,0.236350682977629,2.40354874209373,0.0224769421514972
0.506655835707912,0.0468954729870865,0.126618984027456,0.287629101450603,0.722849551115453,0.539213420293277,0.146888816349205,0.17564994744125,0.503767134112317,0.265080387446424,2.60139146961919,0.0213835614412109
0.53447737474292,0.027511469173992,0.21853456631228,0.238239781725677,0.478529781869092,0.543407145614389,0.276199948486754,0.0490773257586986,1.29856005156709,0.315313795343962,2.7092680482901,0.0176871586124246
1.09322050437588,0.00743992294486186,0.345502649423209,0.183560436999955,0.362731153056861,0.631951564373514,0.151285629562452,0.161440587197576,0.63408997127747,0.349994077337493,2.54619904336752,0.0189694684260256
0.542767277125473,0.056561262586239,0.479107345620766,0.189061187020523,0.265557239657558,0.688964299591826,0.08094460025117,0.435345843114784,0.0640328250111842,0.448442012406636,2.3716275886647,0.0238109857634527
0.560395044058839,0.0846109710067889,0.621117182844901,0.152180413381021,0.183137894678645,0.666297210736303,0.0340130945463138,0.638762198943082,0.0263242405773629,0.519525977897777,2.19011738196359,0.0297912127163799
0.651599683260636,0.0703142846431071,0.783874566189347,0.128942149020095,0.109823673217568,0.656833686322621,0.00879812660866222,0.511530111053911,0.0948190788295203,0.346003439308334,1.98756813036632,0.0330619398020712
0.755201142744627,0.0946449679085489,0.961513063514395,0.0890865353746924,0.0053516463896082,0.679902128564255,0.0291808913561067,0.544852613583706,0.0542255119586081,0.522072418550617,1.77570304455914,0.0319662809955712
0.668727341884829,0.116880969676728,1.16554860198731,0.0720464424640913,-0.0627331676834202,0.785989113706797,0.067502997220509,0.438551207588845,-0.0233192271429479,0.701028947113271,1.55758449593514,0.0520573634616476
0.596709113259556,0.165505057281977,1.40293949512236,0.0493373126074178,-0.0882104374310998,0.816140392263453,0.122807955442617,0.181689819851372,0.0276831661772897,0.673386406172067,1.34278869806403,0.0725695495155149
0.610176420346647,0.128001488964553,1.6403645666701,0.0157841575159811,-0.0771648939388176,0.69608159853076,0.220284022923656,0.0520048034626119,0.503295546298072,0.665090889385038,1.13726664991038,0.0989142544705751
