quantity_distanceToBeacon,quantity_efficiency,omega_distanceToBeacon,omega_efficiency,cool_off_period_distanceToBeacon,cool_off_period_efficiency,shadowed_avoidance_radius_distanceToBeacon,shadowed_avoidance_radius_efficiency,illuminated_avoidance_radius_distanceToBeacon,illuminated_avoidance_radius_efficiency,dummy_distanceToBeacon,dummy_efficiency
0.534398231910552,0.0124215594292962,0.0206665936717511,0.707341328750275,0.0946463287703762,0.270387992092903,0.14112579647394,0.194506204362652,0.0741714493026769,0.376540873310737,-0.0304740101694743,0.670436458477947
0.0762991624833089,0.270854447268635,0.0141050746971656,0.651165698230938,0.0587878310211716,0.297151812161025,0.160189823272392,0.169710364547914,0.0761642788380657,0.364191335036774,-0.0216657164610831,0.677286868325853
0.0153066663831083,0.557110560205876,0.00906151905586607,0.569952913858802,0.0352238670539039,0.321901970299571,0.191319577344213,0.136824886890536,0.024474729902422,0.430726106420204,-0.0146608124703513,0.729139363809249
0.0215826839527072,0.750412413771882,0.0112905374789093,0.472263680165025,0.0238827882320847,0.349271399154135,0.236921028049388,0.0851960165095333,0.308662277169445,0.312971888333378,-0.000173390411014073,0.717744526916754
0.0275775333626603,0.815462708456233,0.0346021421341109,0.365974795518517,0.0284967218703976,0.320853338481337,0.304762290003466,0.0590672180522934,1.1834289048025,0.241598466965409,0.0166332900615094,0.722773662112258
0.00812667171567887,0.716657352687256,0.0957113231011881,0.256177630763809,0.0155979976101137,0.338524447268215,0.443437477370738,0.065398673341934,1.37269990389273,0.204287476914096,0.0338642401000662,0.741809792940634
0.00825411503112364,0.525167570538274,0.0993611037822912,0.274664117298015,0.0341267015500077,0.35193893884828,0.433646087140716,0.036808395720359,0.578372313996393,0.177083553140727,0.0563418763038533,0.719843052697144
0.17273180369951,0.144379287376842,0.0588322229816011,0.336867486962289,0.111816189545,0.297279796911245,0.542802498028766,0.0189171936078668,0.170646786153927,0.215076357167686,0.157088238026776,0.722010586134078
0.733255538409069,0.0090312947534388,0.0351406834090021,0.397323480981947,0.22915371451518,0.250837420508998,0.759705788529256,0.00874577473880491,0.142182587610162,0.177899035688816,0.14232051009627,0.728358544100303
0.0530693249890351,0.298118058431112,0.0226577834250907,0.467308934397105,0.330117442492782,0.21460147255186,1.02915441175043,0.0191538274670094,0.159878913619881,0.130789815484206,0.130042326309503,0.75602168709742
-0.0243562177752033,0.656385861180263,0.0244614963605524,0.481859947647907,0.425784777415152,0.207064341969403,0.752510258545875,0.0248599884850892,0.239719004832489,0.109382333220186,0.116096178287782,0.770057836478067
-0.0334878221533843,0.834012217200667,0.0392902904799923,0.461854488423252,0.534601506881226,0.160616870586877,0.526141220632735,0.0645872865158655,0.83409353542535,0.0752374490247718,0.10370727464771,0.771183204061682
-0.0330200148228067,0.829974967152205,0.0645944046109189,0.422292582395017,0.656222909388326,0.115225999076057,0.503944427267723,0.028943946411841,1.85850039406102,0.0239276093857807,0.0924447252267914,0.759451518392382
-0.0558528185789697,0.763643917379769,0.103563080256257,0.337476533166205,0.873883312985761,0.076751599247058,0.854003922604369,-0.00497846823582637,2.27631162170252,-0.00424356316189842,0.0837065370289849,0.712695685687909
-0.0685638695061224,0.608367053489491,0.121775011203356,0.340346086100073,1.15876406807818,0.0536551264027788,0.534577983402781,0.0282919601536544,1.41360471067851,0.036658169033342,0.075000759214609,0.697774076493661
0.0603662423655774,0.303917047790285,0.087320265654236,0.305820057992302,1.46483542577612,0.0113910946218895,0.230303538144881,0.152034110576669,0.665325538469963,0.0596683632886213,0.0648058757168738,0.706834236790367
0.997681723213368,0.101195080510186,0.0691606625136897,0.311726470849208,1.77024343756171,-0.010194460140199,0.0811899253463751,0.299018778930503,0.313575453897981,0.0811694573404061,0.0559664979485308,0.697645750313429
0.0500088508880591,0.355709873023736,0.0676973964927984,0.30042450943245,1.98238370037005,-0.0346715343464554,0.035995825697797,0.284804276733388,0.270257150176895,0.0782687032598523,0.0492314956357803,0.687906535645651
0.0225777941786608,0.578397419850481,0.0864745703058827,0.24279896360403,2.13332300534277,-0.0519833986150727,-0.00888821414740803,0.375896570907715,0.39264143230985,0.0808971054641439,0.0458228324455905,0.626650947437242
0.154048421895536,0.627446375227919,0.1204450218111,0.184296445843432,2.27374731766466,-0.038690936115043,0.179786973002161,0.330213431174562,0.914434277937078,0.0546658233425861,0.0425536803493888,0.596112837233524
0.345718800962351,0.621053212812461,0.168748351023891,0.143322020399601,2.38622629356433,-0.0614616669500246,0.748969414134871,0.119339846417399,1.72461709997454,0.0151643437382033,0.0407632298891231,0.555258225916507
0.401647403807044,0.573165237800455,0.249174165066483,0.128894208053618,2.43531589681792,-0.0596931303571395,1.58438679895368,-0.00018113217676947,2.1782954111948,0.017205704238972,0.0407619374416323,0.51930137090587
0.477842670312376,0.48264221085945,0.345496318180606,0.114924243376789,2.54412389924593,-0.0366983251213975,1.33955139066928,0.0515963642838919,1.09546169886478,0.0513820844295586,0.0436866077520721,0.458386143430308
0.67527048834042,0.290138078660736,0.452661551342102,0.0897298759652462,2.61758388430183,-0.0587580877018638,0.753376862027178,0.283450870701637,0.322702086731194,0.103807655518566,0.0485526699532104,0.394048173109564
1.87833272778328,0.148729632697953,0.641775409126252,0.0618755130919867,2.51128086419415,-0.0159161903596448,0.278142655765671,0.52607927111788,0.14555037332978,0.171670293585203,0.0447031691016595,0.349184808423113
1.07844911344928,0.217523378995798,0.920259205963814,0.044296859671654,2.32425405736097,0.00695864855793897,-0.0379475138996252,0.559719024931317,0.174463175684962,0.12851616248402,0.0521716517310173,0.322287487076436
1.21649499976972,0.29353443946466,1.28325006277015,0.0524930935347183,2.03785723470731,0.010587234765489,0.148103212645005,0.576700845565087,0.1100407331066,0.209517057981939,0.0608689957242849,0.287343875057564
1.52379037941641,0.260902286976947,1.21231444822084,0.0399799335887281,1.73277626285495,0.0869507260603943,0.798866011269248,0.490974821421286,0.20650861787792,0.19946226909563,0.0743003240541491,0.255445273979914
1.84915280130106,0.189579890600173,1.18808021921766,0.0483701264413319,1.42758143200529,0.0872608271011663,1.65141120877153,0.179060221534002,0.700593873860668,0.214048215706947,0.0907738812988365,0.200791397980687
1.89909957998096,0.1743320268323,1.23994450632788,0.0604880679931541,1.18978710034427,0.137140134719909,2.4807409886194,-0.0101838112719965,1.38635645929801,0.254721203832206,0.114056619042837,0.162134056027075
1.75702394646598,0.152381211688833,1.35027590296574,0.0645820537319925,1.04174408261866,0.200245133455116,2.40426240476851,0.0241358969800748,0.423176586995867,0.29685898065734,0.141585039849831,0.133992934429204
1.68931361045062,0.114254908823021,1.49304799871085,0.0519258948951863,0.903981561108343,0.199213016616672,1.57450622193369,0.259942795338427,0.0323609654467682,0.3522442434527,0.173417501731231,0.116119465464404
2.31656031064069,0.0675492707705446,1.65649952104611,0.0394414734200396,0.765617751881793,0.23052895857219,0.741610526491446,0.534622956414929,0.0715687536249427,0.362121901779545,0.213204282738055,0.0866078674082141
1.67810745009305,0.0616963176208319,1.83329357282641,0.0583252087175851,0.593173708499742,0.274519731990595,0.11509996171934,0.672385716992184,0.197735307865792,0.16814408997566,0.259211948317776,0.0747639619304379
1.56839106301793,0.0790062740895568,2.01778596001276,0.0709913516039221,0.377836259422898,0.327534800477103,0.110046970613867,0.68891029846116,0.0673970454973821,0.390202610357425,0.322843134914889,0.0698466565773857
1.62762352315471,0.0388931711445769,2.22742906042025,0.0607587928426784,0.204417570995882,0.42933357084068,0.524011260978276,0.580535540235852,-0.00630004875735488,0.428089804737956,0.392948387203591,0.0625857158570431
1.69650485465316,0.0304181766099046,2.43843209012114,0.0452809674056395,0.088682407945243,0.466079194372631,1.07342780865312,0.224492341858763,0.128323756675396,0.409542075872157,0.474177505366241,0.0641816740824257
1.60013846622492,0.0146845575880081,2.63868144593259,0.0137405279593271,0.0293234907907725,0.483907280985297,1.69973357044267,-0.0183208056905144,0.746243567850859,0.453819505756395,0.571290030339332,0.070668456789844
1.45322166860154,0.0250284362234773,2.5548672847195,0.0230257257180667,-0.00267628295656816,0.583583770910126,1.56654952752204,0.0112114324065816,0.121742097939739,0.422749674162638,0.693599382720384,0.0787540648921125
1.34718918095099,0.0285420352257308,2.36571354774974,0.0235543109247972,-0.0184261866697102,0.591665326011983,0.737159511526702,0.266006416491156,0.0364521041654471,0.379754262398858,0.820825929929273,0.0833882706293567
