quantity_distanceToBeacon,quantity_efficiency,omega_distanceToBeacon,omega_efficiency,cool_off_period_distanceToBeacon,cool_off_period_efficiency,shadowed_avoidance_radius_distanceToBeacon,shadowed_avoidance_radius_efficiency,illuminated_avoidance_radius_distanceToBeacon,illuminated_avoidance_radius_efficiency,dummy_distanceToBeacon,dummy_efficiency
0.0628609487890604,0.278982208203154,0.514965937162941,0.234859683196009,0.167604776902512,0.129659756454214,0.504990195240403,-0.00956345945665769,0.673591460648791,0.287091526793499,0.143372827687767,0.183566735036943
0.188801464928221,0.172810932967492,0.685713272631619,0.196913989066003,0.159222235732346,0.185463884387903,0.260909665851859,0.0824235810601109,0.0876245438019526,0.324860127462893,0.150771521682423,0.170201451462761
0.684763428672987,0.0876987021051996,0.908944287431445,0.15083972193933,0.147359659442043,0.193891145761606,0.0499501467298299,0.472603162986529,0.0488822992897976,0.355983421657519,0.167111175521462,0.140589904319981
0.305019894254339,0.111311114058063,1.15367955507943,0.0959455806536654,0.134847477577673,0.22502165741408,-0.0292150380133143,0.841307200182905,0.181692120708292,0.197576604346267,0.193934275424,0.113620691449309
0.0433975066543668,0.360583048902652,1.40543921082487,0.0775656177977606,0.125638878013386,0.254796047103956,-0.0234663165801582,0.859726445233228,0.139944394975222,0.24534633684948,0.232901374312605,0.0860636782102285
0.0133517587016709,0.630620489211455,1.6605876496132,0.0662641699338648,0.117869592079199,0.25194413273895,-0.041598856365811,0.833503816457693,0.0302678965617754,0.340383458207312,0.291288659071505,0.0622031918366214
0.0270902033452467,0.799250921635666,1.88837243861206,0.0278382188484048,0.0938890788875026,0.331082009257742,0.0801280227774927,0.632345848053727,0.0685950496149143,0.381658219677052,0.36502574328632,0.0450610414236223
0.0219277367241845,0.807363649150843,2.11000051583531,-0.0154284686787264,0.0789270346969969,0.388559334524294,0.529250251571923,0.178315615150628,0.551282682219272,0.397789750370701,0.464888984450314,0.030677230140578
0.00842594096093493,0.661864140450825,2.31795430022395,-0.018788928958564,0.0649493781275457,0.417890448035904,1.28474088441779,-0.0528314736255708,0.357911381917641,0.374306458707865,0.586242810037958,0.026610092466713
0.0342944897417376,0.404654360520229,2.50233705827109,-0.0179358490501807,0.0544136387050256,0.471334800700597,1.01505787670414,0.0293472440420995,0.0960122195180206,0.292819934342909,0.640384866873491,0.0270199211889758
0.434373542753208,0.0934456615712741,2.69205939369125,-0.0775098464001544,0.0370142424577388,0.505968303741318,0.478640487332648,0.340649528103732,0.252000802087845,0.139388413642769,0.654519561467225,0.0373964404432076
0.254468815742958,0.141739471707592,2.79572327910163,-0.0981607841762725,0.0177169640421338,0.59193926319384,0.100187960041723,0.692293633922747,0.50173141242655,0.00937564935276393,0.668366695603754,0.0348628883743114
